Country,Region,Happiness Rank,Happiness Score,Standard Error,Economy (GDP per Capita),Family,Health (Life Expectancy),Freedom,Trust (Government Corruption),Generosity,Dystopia Residual,year,Lower Confidence Interval,Upper Confidence Interval,Whisker.high,Whisker.low,Economy..GDP.per.Capita.,Health..Life.Expectancy.,Trust..Government.Corruption.,Dystopia.Residual,Overall rank,Country or region,Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Perceptions of corruption
Niger,,135.0,4.02799987792969,,,0.993025004863739,,0.36365869641304,,0.228673845529556,,2017,,,4.11194681972265,3.94405293613672,0.161925330758095,0.26850500702858,0.138572946190834,1.87398338317871,,,,,,,,
Malawi,,136.0,3.97000002861023,,,0.512568831443787,,0.466914653778076,,0.287170469760895,,2017,,,4.07747881740332,3.86252123981714,0.233442038297653,0.315089583396912,0.0727116540074348,2.08178615570068,,,,,,,,
Chad,,137.0,3.93600010871887,,,0.953855872154236,,0.16234202682972,,0.216113850474358,,2017,,,4.0347115239501,3.83728869348764,0.438012987375259,0.0411347150802612,0.0535818822681904,2.07123804092407,,,,,,,,
Zimbabwe,,138.0,3.875,,,1.08309590816498,,0.336384207010269,,0.189143493771553,,2017,,,3.97869964271784,3.77130035728216,0.375846534967422,0.196763753890991,0.0953753814101219,1.59797024726868,,,,,,,,
Lesotho,,139.0,3.80800008773804,,,1.19009518623352,,0.390661299228668,,0.157497271895409,,2017,,,4.04434397548437,3.5716561999917,0.521021246910095,0.0,0.119094640016556,1.42983531951904,,,,,,,,
Angola,,140.0,3.79500007629395,,,1.10441195964813,,0.0,,0.097926490008831,,2017,,,3.95164193540812,3.63835821717978,0.858428180217743,0.0498686656355858,0.0697203353047371,1.61448240280151,,,,,,,,
Afghanistan,,141.0,3.79399991035461,,,0.581543326377869,,0.106179520487785,,0.311870932579041,,2017,,,3.87366141527891,3.71433840543032,0.401477217674255,0.180746778845787,0.0611578300595284,2.15080118179321,,,,,,,,
Botswana,,142.0,3.76600003242493,,,1.22155499458313,,0.505196332931519,,0.0993484482169151,,2017,,,3.87412266626954,3.65787739858031,1.12209415435791,0.341755509376526,0.0985831990838051,0.3779137134552,,,,,,,,
Benin,,143.0,3.65700006484985,,,0.435299843549728,,0.425962775945663,,0.207948461174965,,2017,,,3.74578355133533,3.56821657836437,0.431085407733917,0.209930211305618,0.0609290152788162,1.88563096523285,,,,,,,,
Madagascar,,144.0,3.64400005340576,,,0.913020372390747,,0.189196765422821,,0.208732530474663,,2017,,,3.71431910589337,3.57368100091815,0.305808693170547,0.375223308801651,0.0672319754958153,1.58461260795593,,,,,,,,
Haiti,,145.0,3.6029999256134,,,0.640449821949005,,0.0303698573261499,,0.489203780889511,,2017,,,3.73471479773521,3.47128505349159,0.368610262870789,0.277321130037308,0.0998721495270729,1.69716763496399,,,,,,,,
Yemen,,146.0,3.59299993515015,,,0.93538224697113,,0.249463722109795,,0.104125209152699,,2017,,,3.69275031983852,3.49324955046177,0.591683447360992,0.310080915689468,0.0567674227058887,1.34560060501099,,,,,,,,
South Sudan,,147.0,3.59100008010864,,,0.601323127746582,,0.147062435746193,,0.285670816898346,,2017,,,3.72553858578205,3.45646157443523,0.39724862575531,0.163486003875732,0.116793513298035,1.87956738471985,,,,,,,,
Liberia,,148.0,3.53299999237061,,,0.872117936611176,,0.332881182432175,,0.26654988527298,,2017,,,3.65375626087189,3.41224372386932,0.119041793048382,0.229918196797371,0.0389482490718365,1.67328596115112,,,,,,,,
Guinea,,149.0,3.50699996948242,,,0.791244685649872,,0.348587512969971,,0.264815092086792,,2017,,,3.58442812889814,3.4295718100667,0.244549930095673,0.194129139184952,0.110937617719173,1.55231189727783,,,,,,,,
Togo,,150.0,3.49499988555908,,,0.431882530450821,,0.38042613863945,,0.196896150708199,,2017,,,3.59403811171651,3.39596165940166,0.305444717407227,0.247105568647385,0.0956650152802467,1.83722925186157,,,,,,,,
Rwanda,,151.0,3.47099995613098,,,0.945707023143768,,0.581843852996826,,0.252756029367447,,2017,,,3.54303023353219,3.39896967872977,0.368745893239975,0.326424807310104,0.455220013856888,0.540061235427856,,,,,,,,
Syria,,152.0,3.46199989318848,,,0.396102607250214,,0.0815394446253777,,0.493663728237152,,2017,,,3.66366855680943,3.26033122956753,0.777153134346008,0.50053334236145,0.151347130537033,1.06157350540161,,,,,,,,
Tanzania,,153.0,3.34899997711182,,,1.04198980331421,,0.390017777681351,,0.354256361722946,,2017,,,3.46142975538969,3.23657019883394,0.511135876178741,0.364509284496307,0.0660351067781448,0.621130466461182,,,,,,,,
Burundi,,154.0,2.90499997138977,,,0.629793584346771,,0.0599007532000542,,0.204435184597969,,2017,,,3.07469033300877,2.73530960977077,0.091622568666935,0.151610791683197,0.0841479450464249,1.68302416801453,,,,,,,,
Central African Republic,,155.0,2.69300007820129,,,0.0,,0.270842045545578,,0.280876487493515,,2017,,,2.86488426923752,2.52111588716507,0.0,0.0187726859003305,0.0565650761127472,2.06600475311279,,,,,,,,
,,,,,,,,,,0.202,,2018,,,,,,,,,1.0,Finland,7.632,1.305,1.592,0.874,0.681,0.393
,,,,,,,,,,0.286,,2018,,,,,,,,,2.0,Norway,7.594,1.456,1.582,0.861,0.686,0.34
,,,,,,,,,,0.284,,2018,,,,,,,,,3.0,Denmark,7.555,1.351,1.59,0.868,0.683,0.408
,,,,,,,,,,0.353,,2018,,,,,,,,,4.0,Iceland,7.495,1.343,1.644,0.914,0.677,0.138
,,,,,,,,,,0.256,,2018,,,,,,,,,5.0,Switzerland,7.487,1.42,1.549,0.927,0.66,0.357
,,,,,,,,,,0.333,,2018,,,,,,,,,6.0,Netherlands,7.441,1.361,1.488,0.878,0.638,0.295
,,,,,,,,,,0.321,,2018,,,,,,,,,7.0,Canada,7.328,1.33,1.532,0.896,0.653,0.291
,,,,,,,,,,0.365,,2018,,,,,,,,,8.0,New Zealand,7.324,1.268,1.601,0.876,0.669,0.389
,,,,,,,,,,0.285,,2018,,,,,,,,,9.0,Sweden,7.314,1.355,1.501,0.913,0.659,0.383
,,,,,,,,,,0.361,,2018,,,,,,,,,10.0,Australia,7.272,1.34,1.573,0.91,0.647,0.302
,,,,,,,,,,0.262,,2018,,,,,,,,,11.0,United Kingdom,7.19,1.244,1.433,0.888,0.464,0.082
,,,,,,,,,,0.242,,2018,,,,,,,,,12.0,Austria,7.139,1.341,1.504,0.891,0.617,0.224
,,,,,,,,,,0.143,,2018,,,,,,,,,13.0,Costa Rica,7.072,1.01,1.459,0.817,0.632,0.101
,,,,,,,,,,0.307,,2018,,,,,,,,,14.0,Ireland,6.977,1.448,1.583,0.876,0.614,0.306
,,,,,,,,,,0.273,,2018,,,,,,,,,15.0,Germany,6.965,1.34,1.474,0.861,0.586,0.28
,,,,,,,,,,0.188,,2018,,,,,,,,,16.0,Belgium,6.927,1.324,1.483,0.894,0.583,0.24
,,,,,,,,,,0.196,,2018,,,,,,,,,17.0,Luxembourg,6.91,1.576,1.52,0.896,0.632,0.321
,,,,,,,,,,0.291,,2018,,,,,,,,,18.0,United States,6.886,1.398,1.471,0.819,0.547,0.133
,,,,,,,,,,0.354,,2018,,,,,,,,,19.0,Israel,6.814,1.301,1.559,0.883,0.533,0.272
,,,,,,,,,,0.186,,2018,,,,,,,,,20.0,United Arab Emirates,6.774,2.096,0.776,0.67,0.284,
,,,,,,,,,,0.064,,2018,,,,,,,,,21.0,Czech Republic,6.711,1.233,1.489,0.854,0.543,0.034
,,,,,,,,,,0.376,,2018,,,,,,,,,22.0,Malta,6.627,1.27,1.525,0.884,0.645,0.142
,,,,,,,,,,0.098,,2018,,,,,,,,,23.0,France,6.489,1.293,1.466,0.908,0.52,0.176
,,,,,,,,,,0.069,,2018,,,,,,,,,24.0,Mexico,6.488,1.038,1.252,0.761,0.479,0.095
,,,,,,,,,,0.197,,2018,,,,,,,,,25.0,Chile,6.476,1.131,1.331,0.808,0.431,0.061
,,,,,,,,,,0.151,,2018,,,,,,,,,26.0,Taiwan,6.441,1.365,1.436,0.857,0.418,0.078
,,,,,,,,,,0.125,,2018,,,,,,,,,27.0,Panama,6.43,1.112,1.438,0.759,0.597,0.063
,,,,,,,,,,0.11,,2018,,,,,,,,,28.0,Brazil,6.419,0.986,1.474,0.675,0.493,0.088
,,,,,,,,,,0.062,,2018,,,,,,,,,29.0,Argentina,6.388,1.073,1.468,0.744,0.57,0.054
,,,,,,,,,,0.179,,2018,,,,,,,,,30.0,Guatemala,6.382,0.781,1.268,0.608,0.604,0.071
,,,,,,,,,,0.13,,2018,,,,,,,,,31.0,Uruguay,6.379,1.093,1.459,0.771,0.625,0.155
,,,,,,,,,,0.256,,2018,,,,,,,,,32.0,Qatar,6.374,1.649,1.303,0.748,0.654,0.171
,,,,,,,,,,0.098,,2018,,,,,,,,,33.0,Saudi Arabia,6.371,1.379,1.331,0.633,0.509,0.127
,,,,,,,,,,0.261,,2018,,,,,,,,,34.0,Singapore,6.343,1.529,1.451,1.008,0.631,0.457
,,,,,,,,,,0.311,,2018,,,,,,,,,35.0,Malaysia,6.322,1.161,1.258,0.669,0.356,0.059
,,,,,,,,,,0.142,,2018,,,,,,,,,36.0,Spain,6.31,1.251,1.538,0.965,0.449,0.074
,,,,,,,,,,0.099,,2018,,,,,,,,,37.0,Colombia,6.26,0.96,1.439,0.635,0.531,0.039
,,,,,,,,,,0.171,,2018,,,,,,,,,38.0,Trinidad & Tobago,6.192,1.223,1.492,0.564,0.575,0.019
,,,,,,,,,,0.118,,2018,,,,,,,,,39.0,Slovakia,6.173,1.21,1.537,0.776,0.354,0.014
,,,,,,,,,,0.065,,2018,,,,,,,,,40.0,El Salvador,6.167,0.806,1.231,0.639,0.461,0.082
,,,,,,,,,,0.208,,2018,,,,,,,,,41.0,Nicaragua,6.141,0.668,1.319,0.7,0.527,0.128
,,,,,,,,,,0.108,,2018,,,,,,,,,42.0,Poland,6.123,1.176,1.448,0.781,0.546,0.064
,,,,,,,,,,0.243,,2018,,,,,,,,,43.0,Bahrain,6.105,1.338,1.366,0.698,0.594,0.123
,,,,,,,,,,0.328,,2018,,,,,,,,,44.0,Uzbekistan,6.096,0.719,1.584,0.605,0.724,0.259
,,,,,,,,,,0.167,,2018,,,,,,,,,45.0,Kuwait,6.083,1.474,1.301,0.675,0.554,0.106
,,,,,,,,,,0.364,,2018,,,,,,,,,46.0,Thailand,6.072,1.016,1.417,0.707,0.637,0.029
,,,,,,,,,,0.137,,2018,,,,,,,,,47.0,Italy,6.0,1.264,1.501,0.946,0.281,0.028
,,,,,,,,,,0.114,,2018,,,,,,,,,48.0,Ecuador,5.973,0.889,1.33,0.736,0.556,0.12
,,,,,,,,,,0.183,,2018,,,,,,,,,49.0,Belize,5.956,0.807,1.101,0.474,0.593,0.089
,,,,,,,,,,0.026,,2018,,,,,,,,,50.0,Lithuania,5.952,1.197,1.527,0.716,0.35,0.006
,,,,,,,,,,0.16,,2018,,,,,,,,,51.0,Slovenia,5.948,1.219,1.506,0.856,0.633,0.051
,,,,,,,,,,0.088,,2018,,,,,,,,,52.0,Romania,5.945,1.116,1.219,0.726,0.528,0.001
,,,,,,,,,,0.092,,2018,,,,,,,,,53.0,Latvia,5.933,1.148,1.454,0.671,0.363,0.066
,,,,,,,,,,0.079,,2018,,,,,,,,,54.0,Japan,5.915,1.294,1.462,0.988,0.553,0.15
,,,,,,,,,,0.245,,2018,,,,,,,,,55.0,Mauritius,5.891,1.09,1.387,0.684,0.584,0.05
,,,,,,,,,,0.096,,2018,,,,,,,,,56.0,Jamaica,5.89,0.819,1.493,0.693,0.575,0.031
,,,,,,,,,,0.175,,2018,,,,,,,,,57.0,South Korea,5.875,1.266,1.204,0.955,0.244,0.051
,,,,,,,,,,0.179,,2018,,,,,,,,,58.0,Northern Cyprus,5.835,1.229,1.211,0.909,0.495,0.154
,,,,,,,,,,0.065,,2018,,,,,,,,,59.0,Russia,5.81,1.151,1.479,0.599,0.399,0.025
,,,,,,,,,,0.148,,2018,,,,,,,,,60.0,Kazakhstan,5.79,1.143,1.516,0.631,0.454,0.121
,,,,,,,,,,0.202,,2018,,,,,,,,,61.0,Cyprus,5.762,1.229,1.191,0.909,0.423,0.035
,,,,,,,,,,0.141,,2018,,,,,,,,,62.0,Bolivia,5.752,0.751,1.223,0.508,0.606,0.054
,,,,,,,,,,0.086,,2018,,,,,,,,,63.0,Estonia,5.739,1.2,1.532,0.737,0.553,0.174
,,,,,,,,,,0.162,,2018,,,,,,,,,64.0,Paraguay,5.681,0.835,1.522,0.615,0.541,0.074
,,,,,,,,,,0.092,,2018,,,,,,,,,65.0,Peru,5.663,0.934,1.249,0.674,0.53,0.034
,,,,,,,,,,0.274,,2018,,,,,,,,,66.0,Kosovo,5.662,0.855,1.23,0.578,0.448,0.023
,,,,,,,,,,0.171,,2018,,,,,,,,,67.0,Moldova,5.64,0.657,1.301,0.62,0.232,0.0
,,,,,,,,,,0.199,,2018,,,,,,,,,68.0,Turkmenistan,5.636,1.016,1.533,0.517,0.417,0.037
,,,,,,,,,,0.061,,2018,,,,,,,,,69.0,Hungary,5.62,1.171,1.401,0.732,0.259,0.022
,,,,,,,,,,0.116,,2018,,,,,,,,,70.0,Libya,5.566,0.985,1.35,0.553,0.496,0.148
,,,,,,,,,,0.12,,2018,,,,,,,,,71.0,Philippines,5.524,0.775,1.312,0.513,0.643,0.105
,,,,,,,,,,0.197,,2018,,,,,,,,,72.0,Honduras,5.504,0.62,1.205,0.622,0.459,0.074
,,,,,,,,,,0.101,,2018,,,,,,,,,73.0,Belarus,5.483,1.039,1.498,0.7,0.307,0.154
,,,,,,,,,,0.106,,2018,,,,,,,,,74.0,Turkey,5.483,1.148,1.38,0.686,0.324,0.109
,,,,,,,,,,0.216,,2018,,,,,,,,,75.0,Pakistan,5.472,0.652,0.81,0.424,0.334,0.113
,,,,,,,,,,0.246,,2018,,,,,,,,,76.0,Hong Kong,5.43,1.405,1.29,1.03,0.524,0.291
,,,,,,,,,,0.055,,2018,,,,,,,,,77.0,Portugal,5.41,1.188,1.429,0.884,0.562,0.017
,,,,,,,,,,0.134,,2018,,,,,,,,,78.0,Serbia,5.398,0.975,1.369,0.685,0.288,0.043
,,,,,,,,,,0.0,,2018,,,,,,,,,79.0,Greece,5.358,1.154,1.202,0.879,0.131,0.044
,,,,,,,,,,0.214,,2018,,,,,,,,,80.0,Lebanon,5.358,0.965,1.179,0.785,0.503,0.136
,,,,,,,,,,0.111,,2018,,,,,,,,,81.0,Montenegro,5.347,1.017,1.279,0.729,0.259,0.081
,,,,,,,,,,0.12,,2018,,,,,,,,,82.0,Croatia,5.321,1.115,1.161,0.737,0.38,0.039
,,,,,,,,,,0.12,,2018,,,,,,,,,83.0,Dominican Republic,5.302,0.982,1.441,0.614,0.578,0.106
,,,,,,,,,,0.055,,2018,,,,,,,,,84.0,Algeria,5.295,0.979,1.154,0.687,0.077,0.135
,,,,,,,,,,0.026,,2018,,,,,,,,,85.0,Morocco,5.254,0.779,0.797,0.669,0.46,0.074
,,,,,,,,,,0.029,,2018,,,,,,,,,86.0,China,5.246,0.989,1.142,0.799,0.597,0.103
,,,,,,,,,,0.031,,2018,,,,,,,,,87.0,Azerbaijan,5.201,1.024,1.161,0.603,0.43,0.176
,,,,,,,,,,0.187,,2018,,,,,,,,,88.0,Tajikistan,5.199,0.474,1.166,0.598,0.292,0.034
,,,,,,,,,,0.173,,2018,,,,,,,,,89.0,Macedonia,5.185,0.959,1.239,0.691,0.394,0.052
,,,,,,,,,,0.13,,2018,,,,,,,,,90.0,Jordan,5.161,0.822,1.265,0.645,0.468,0.134
,,,,,,,,,,0.201,,2018,,,,,,,,,91.0,Nigeria,5.155,0.689,1.172,0.048,0.462,0.032
,,,,,,,,,,0.281,,2018,,,,,,,,,92.0,Kyrgyzstan,5.131,0.53,1.416,0.594,0.54,0.035
,,,,,,,,,,0.216,,2018,,,,,,,,,93.0,Bosnia and Herzegovina,5.129,0.915,1.078,0.758,0.28,0.0
,,,,,,,,,,0.253,,2018,,,,,,,,,94.0,Mongolia,5.125,0.914,1.517,0.575,0.395,0.032
,,,,,,,,,,0.177,,2018,,,,,,,,,95.0,Vietnam,5.103,0.715,1.365,0.702,0.618,0.079
,,,,,,,,,,0.484,,2018,,,,,,,,,96.0,Indonesia,5.093,0.899,1.215,0.522,0.538,0.018
,,,,,,,,,,0.364,,2018,,,,,,,,,97.0,Bhutan,5.082,0.796,1.335,0.527,0.541,0.171
,,,,,,,,,,0.238,,2018,,,,,,,,,98.0,Somalia,4.982,0.0,0.712,0.115,0.674,0.282
,,,,,,,,,,0.183,,2018,,,,,,,,,99.0,Cameroon,4.975,0.535,0.891,0.182,0.454,0.043
,,,,,,,,,,0.064,,2018,,,,,,,,,100.0,Bulgaria,4.933,1.054,1.515,0.712,0.359,0.009
,,,,,,,,,,0.302,,2018,,,,,,,,,101.0,Nepal,4.88,0.425,1.228,0.539,0.526,0.078
,,,,,,,,,,0.056,,2018,,,,,,,,,102.0,Venezuela,4.806,0.996,1.469,0.657,0.133,0.052
,,,,,,,,,,0.032,,2018,,,,,,,,,103.0,Gabon,4.758,1.036,1.164,0.404,0.356,0.052
,,,,,,,,,,0.086,,2018,,,,,,,,,104.0,Palestinian Territories,4.743,0.642,1.217,0.602,0.266,0.076
,,,,,,,,,,0.103,,2018,,,,,,,,,105.0,South Africa,4.724,0.94,1.41,0.33,0.516,0.056
,,,,,,,,,,0.282,,2018,,,,,,,,,106.0,Iran,4.707,1.059,0.771,0.691,0.459,0.129
,,,,,,,,,,0.146,,2018,,,,,,,,,107.0,Ivory Coast,4.671,0.541,0.872,0.08,0.467,0.103
,,,,,,,,,,0.212,,2018,,,,,,,,,108.0,Ghana,4.657,0.592,0.896,0.337,0.499,0.029
,,,,,,,,,,0.138,,2018,,,,,,,,,109.0,Senegal,4.631,0.429,1.117,0.433,0.406,0.082
,,,,,,,,,,0.23,,2018,,,,,,,,,110.0,Laos,4.623,0.72,1.034,0.441,0.626,0.174
,,,,,,,,,,0.04,,2018,,,,,,,,,111.0,Tunisia,4.592,0.9,0.906,0.69,0.271,0.063
,,,,,,,,,,0.149,,2018,,,,,,,,,112.0,Albania,4.586,0.916,0.817,0.79,0.419,0.032
,,,,,,,,,,0.238,,2018,,,,,,,,,113.0,Sierra Leone,4.571,0.256,0.813,0.0,0.355,0.053
,,,,,,,,,,0.091,,2018,,,,,,,,,114.0,Congo (Brazzaville),4.559,0.682,0.811,0.343,0.514,0.077
,,,,,,,,,,0.153,,2018,,,,,,,,,115.0,Bangladesh,4.5,0.532,0.85,0.579,0.58,0.144
,,,,,,,,,,0.307,,2018,,,,,,,,,116.0,Sri Lanka,4.471,0.918,1.314,0.672,0.585,0.05
,,,,,,,,,,0.148,,2018,,,,,,,,,117.0,Iraq,4.456,1.01,0.971,0.536,0.304,0.095
,,,,,,,,,,0.139,,2018,,,,,,,,,118.0,Mali,4.447,0.37,1.233,0.152,0.367,0.056
,,,,,,,,,,0.051,,2018,,,,,,,,,119.0,Namibia,4.441,0.874,1.281,0.365,0.519,0.064
,,,,,,,,,,0.256,,2018,,,,,,,,,120.0,Cambodia,4.433,0.549,1.088,0.457,0.696,0.065
,,,,,,,,,,0.175,,2018,,,,,,,,,121.0,Burkina Faso,4.424,0.314,1.097,0.254,0.312,0.128
,,,,,,,,,,0.092,,2018,,,,,,,,,122.0,Egypt,4.419,0.885,1.025,0.553,0.312,0.107
,,,,,,,,,,0.206,,2018,,,,,,,,,123.0,Mozambique,4.417,0.198,0.902,0.173,0.531,0.158
,,,,,,,,,,0.352,,2018,,,,,,,,,124.0,Kenya,4.41,0.493,1.048,0.454,0.504,0.055
,,,,,,,,,,0.221,,2018,,,,,,,,,125.0,Zambia,4.377,0.562,1.047,0.295,0.503,0.082
,,,,,,,,,,0.134,,2018,,,,,,,,,126.0,Mauritania,4.356,0.557,1.245,0.292,0.129,0.093
,,,,,,,,,,0.22,,2018,,,,,,,,,127.0,Ethiopia,4.35,0.308,0.95,0.391,0.452,0.146
,,,,,,,,,,0.038,,2018,,,,,,,,,128.0,Georgia,4.34,0.853,0.592,0.643,0.375,0.215
,,,,,,,,,,0.077,,2018,,,,,,,,,129.0,Armenia,4.321,0.816,0.99,0.666,0.26,0.028
,,,,,,,,,,0.598,,2018,,,,,,,,,130.0,Myanmar,4.308,0.682,1.174,0.429,0.58,0.178
,,,,,,,,,,0.181,,2018,,,,,,,,,131.0,Chad,4.301,0.358,0.907,0.053,0.189,0.06
,,,,,,,,,,0.197,,2018,,,,,,,,,132.0,Congo (Kinshasa),4.245,0.069,1.136,0.204,0.312,0.052
,,,,,,,,,,0.172,,2018,,,,,,,,,133.0,India,4.19,0.721,0.747,0.485,0.539,0.093
,,,,,,,,,,0.175,,2018,,,,,,,,,134.0,Niger,4.166,0.131,0.867,0.221,0.39,0.099
,,,,,,,,,,0.259,,2018,,,,,,,,,135.0,Uganda,4.161,0.322,1.09,0.237,0.45,0.061
,,,,,,,,,,0.163,,2018,,,,,,,,,136.0,Benin,4.141,0.378,0.372,0.24,0.44,0.067
,,,,,,,,,,0.134,,2018,,,,,,,,,137.0,Sudan,4.139,0.605,1.24,0.312,0.016,0.082
,,,,,,,,,,0.187,,2018,,,,,,,,,138.0,Ukraine,4.103,0.793,1.413,0.609,0.163,0.011
,,,,,,,,,,0.158,,2018,,,,,,,,,139.0,Togo,3.999,0.259,0.474,0.253,0.434,0.101
,,,,,,,,,,0.185,,2018,,,,,,,,,140.0,Guinea,3.964,0.344,0.792,0.211,0.394,0.094
,,,,,,,,,,0.116,,2018,,,,,,,,,141.0,Lesotho,3.808,0.472,1.215,0.079,0.423,0.112
,,,,,,,,,,0.079,,2018,,,,,,,,,142.0,Angola,3.795,0.73,1.125,0.269,0.0,0.061
,,,,,,,,,,0.155,,2018,,,,,,,,,143.0,Madagascar,3.774,0.262,0.908,0.402,0.221,0.049
,,,,,,,,,,0.132,,2018,,,,,,,,,144.0,Zimbabwe,3.692,0.357,1.094,0.248,0.406,0.099
,,,,,,,,,,0.191,,2018,,,,,,,,,145.0,Afghanistan,3.632,0.332,0.537,0.255,0.085,0.036
,,,,,,,,,,0.042,,2018,,,,,,,,,146.0,Botswana,3.59,1.017,1.174,0.417,0.557,0.092
,,,,,,,,,,0.21,,2018,,,,,,,,,147.0,Malawi,3.587,0.186,0.541,0.306,0.531,0.08
,,,,,,,,,,0.392,,2018,,,,,,,,,148.0,Haiti,3.582,0.315,0.714,0.289,0.025,0.104
,,,,,,,,,,0.206,,2018,,,,,,,,,149.0,Liberia,3.495,0.076,0.858,0.267,0.419,0.03
,,,,,,,,,,0.376,,2018,,,,,,,,,150.0,Syria,3.462,0.689,0.382,0.539,0.088,0.144
,,,,,,,,,,0.2,,2018,,,,,,,,,151.0,Rwanda,3.408,0.332,0.896,0.4,0.636,0.444
,,,,,,,,,,0.083,,2018,,,,,,,,,152.0,Yemen,3.355,0.442,1.073,0.343,0.244,0.064
,,,,,,,,,,0.27,,2018,,,,,,,,,153.0,Tanzania,3.303,0.455,0.991,0.381,0.481,0.097
,,,,,,,,,,0.224,,2018,,,,,,,,,154.0,South Sudan,3.254,0.337,0.608,0.177,0.112,0.106
,,,,,,,,,,0.218,,2018,,,,,,,,,155.0,Central African Republic,3.083,0.024,0.0,0.01,0.305,0.038
,,,,,,,,,,0.149,,2018,,,,,,,,,156.0,Burundi,2.905,0.091,0.627,0.145,0.065,0.076
,,,,,,,,,,0.153,,2019,,,,,,,,,1.0,Finland,7.769,1.34,1.587,0.986,0.596,0.393
,,,,,,,,,,0.252,,2019,,,,,,,,,2.0,Denmark,7.6,1.383,1.573,0.996,0.592,0.41
,,,,,,,,,,0.271,,2019,,,,,,,,,3.0,Norway,7.554,1.488,1.582,1.028,0.603,0.341
,,,,,,,,,,0.354,,2019,,,,,,,,,4.0,Iceland,7.494,1.38,1.624,1.026,0.591,0.118
,,,,,,,,,,0.322,,2019,,,,,,,,,5.0,Netherlands,7.488,1.396,1.522,0.999,0.557,0.298
,,,,,,,,,,0.263,,2019,,,,,,,,,6.0,Switzerland,7.48,1.452,1.526,1.052,0.572,0.343
,,,,,,,,,,0.267,,2019,,,,,,,,,7.0,Sweden,7.343,1.387,1.487,1.009,0.574,0.373
,,,,,,,,,,0.33,,2019,,,,,,,,,8.0,New Zealand,7.307,1.303,1.557,1.026,0.585,0.38
,,,,,,,,,,0.285,,2019,,,,,,,,,9.0,Canada,7.278,1.365,1.505,1.039,0.584,0.308
,,,,,,,,,,0.244,,2019,,,,,,,,,10.0,Austria,7.246,1.376,1.475,1.016,0.532,0.226
,,,,,,,,,,0.332,,2019,,,,,,,,,11.0,Australia,7.228,1.372,1.548,1.036,0.557,0.29
,,,,,,,,,,0.144,,2019,,,,,,,,,12.0,Costa Rica,7.167,1.034,1.441,0.963,0.558,0.093
,,,,,,,,,,0.261,,2019,,,,,,,,,13.0,Israel,7.139,1.276,1.455,1.029,0.371,0.082
,,,,,,,,,,0.194,,2019,,,,,,,,,14.0,Luxembourg,7.09,1.609,1.479,1.012,0.526,0.316
,,,,,,,,,,0.348,,2019,,,,,,,,,15.0,United Kingdom,7.054,1.333,1.538,0.996,0.45,0.278
,,,,,,,,,,0.298,,2019,,,,,,,,,16.0,Ireland,7.021,1.499,1.553,0.999,0.516,0.31
,,,,,,,,,,0.261,,2019,,,,,,,,,17.0,Germany,6.985,1.373,1.454,0.987,0.495,0.265
,,,,,,,,,,0.16,,2019,,,,,,,,,18.0,Belgium,6.923,1.356,1.504,0.986,0.473,0.21
,,,,,,,,,,0.28,,2019,,,,,,,,,19.0,United States,6.892,1.433,1.457,0.874,0.454,0.128
,,,,,,,,,,0.046,,2019,,,,,,,,,20.0,Czech Republic,6.852,1.269,1.487,0.92,0.457,0.036
,,,,,,,,,,0.262,,2019,,,,,,,,,21.0,United Arab Emirates,6.825,1.503,1.31,0.825,0.598,0.182
,,,,,,,,,,0.375,,2019,,,,,,,,,22.0,Malta,6.726,1.3,1.52,0.999,0.564,0.151
,,,,,,,,,,0.074,,2019,,,,,,,,,23.0,Mexico,6.595,1.07,1.323,0.861,0.433,0.073
,,,,,,,,,,0.111,,2019,,,,,,,,,24.0,France,6.592,1.324,1.472,1.045,0.436,0.183
,,,,,,,,,,0.242,,2019,,,,,,,,,25.0,Taiwan,6.446,1.368,1.43,0.914,0.351,0.097
,,,,,,,,,,0.187,,2019,,,,,,,,,26.0,Chile,6.444,1.159,1.369,0.92,0.357,0.056
,,,,,,,,,,0.175,,2019,,,,,,,,,27.0,Guatemala,6.436,0.8,1.269,0.746,0.535,0.078
,,,,,,,,,,0.08,,2019,,,,,,,,,28.0,Saudi Arabia,6.375,1.403,1.357,0.795,0.439,0.132
,,,,,,,,,,0.22,,2019,,,,,,,,,29.0,Qatar,6.374,1.684,1.313,0.871,0.555,0.167
,,,,,,,,,,0.153,,2019,,,,,,,,,30.0,Spain,6.354,1.286,1.484,1.062,0.362,0.079
,,,,,,,,,,0.109,,2019,,,,,,,,,31.0,Panama,6.321,1.149,1.442,0.91,0.516,0.054
,,,,,,,,,,0.099,,2019,,,,,,,,,32.0,Brazil,6.3,1.004,1.439,0.802,0.39,0.086
,,,,,,,,,,0.127,,2019,,,,,,,,,33.0,Uruguay,6.293,1.124,1.465,0.891,0.523,0.15
,,,,,,,,,,0.271,,2019,,,,,,,,,34.0,Singapore,6.262,1.572,1.463,1.141,0.556,0.453
,,,,,,,,,,0.093,,2019,,,,,,,,,35.0,El Salvador,6.253,0.794,1.242,0.789,0.43,0.074
,,,,,,,,,,0.158,,2019,,,,,,,,,36.0,Italy,6.223,1.294,1.488,1.039,0.231,0.03
,,,,,,,,,,0.255,,2019,,,,,,,,,37.0,Bahrain,6.199,1.362,1.368,0.871,0.536,0.11
